lat,lon,city,street,housenumber,postcode
51.1501555,16.8545917,Wrocław,Mokrzańska,24,54-020
51.1490446,16.8551254,Wrocław,Mokrzańska,9,54-016
51.1507874,16.8545793,Wrocław,Mokrzańska,40,54-020
51.1509771,16.8539177,Wrocław,Mokrzańska,38a,54-020
51.1506881,16.8550244,Wrocław,Mokrzańska,44,54-020
51.1504837,16.8535738,Wrocław,Mokrzańska,34,54-020
51.1490746,16.8534533,Wrocław,Sosnowa,2,54-015
51.1498886,16.8552207,Wrocław,Małoszyńska,25,54-014
51.1484465,16.8511853,Wrocław,Woronowicka,6,54-016
51.1507681,16.8535625,Wrocław,Mokrzańska,36a,54-020
51.1502032,16.8543746,Wrocław,Mokrzańska,24a,54-020
51.1494012,16.8493730,Wrocław,Szczepanowska,7,54-015
51.1504165,16.8547007,Wrocław,Mokrzańska,28,54-020
51.1510182,16.8537426,Wrocław,Mokrzańska,38b,54-020
51.1505813,16.8531281,Wrocław,Mokrzańska,34b,54-020
51.1484354,16.8546240,Wrocław,Niepierzyńska,28a,54-014
51.1483329,16.8551499,Wrocław,Niepierzyńska,26,54-014
51.1507366,16.8548050,Wrocław,Mokrzańska,42,54-020
51.1495938,16.8494682,Wrocław,Szczepanowska,5,54-015
51.1505325,16.8533511,Wrocław,Mokrzańska,34a,54-020
51.1482425,16.8553934,Wrocław,Niepierzyńska,24,54-014
51.1492649,16.8543912,Wrocław,Mokrzańska,16c,54-016
51.1493406,16.8544268,Wrocław,Mokrzańska,16d,54-016
51.1492866,16.8525178,Wrocław,Sosnowa,8,54-015
51.1493299,16.8532161,Wrocław,Sosnowa,7-9,54-015
51.1590609,16.8521850,Wrocław,Dolnobrzeska,130,54-072
51.1582801,16.8552706,Wrocław,Dolnobrzeska,65e,54-072
51.1586179,16.8551969,Wrocław,Smolna,5,54-020
51.1591637,16.8548682,Wrocław,Smolna,3,54-020
51.1580642,16.8547629,Wrocław,Dolnobrzeska,65c,54-072
51.1586366,16.8544494,Wrocław,Dolnobrzeska,73,54-072
51.1579595,16.8549796,Wrocław,Dolnobrzeska,65b,54-072
51.1573336,16.8550097,Wrocław,Dolnobrzeska,112,54-072
51.1570932,16.8546074,Wrocław,Borowikowa,8,54-072
51.1586241,16.8540888,Wrocław,Dolnobrzeska,75,54-072
51.1586030,16.8548609,Wrocław,Dolnobrzeska,71a,54-072
51.1588291,16.8537414,Wrocław,Dolnobrzeska,77,54-072
51.1580888,16.8517813,Wrocław,Grzybowa,29,54-072
51.1584080,16.8530412,Wrocław,Dolnobrzeska,126B,54-072
51.1583943,16.8533053,Wrocław,Dolnobrzeska,124A,54-072
51.1583675,16.8529447,Wrocław,Dolnobrzeska,126C,54-072
51.1585285,16.8533020,Wrocław,Dolnobrzeska,126,54-072
51.1583193,16.8531442,Wrocław,Dolnobrzeska,124B,54-072
51.1584392,16.8533983,Wrocław,Dolnobrzeska,124,54-072
51.1582774,16.8530470,Wrocław,Dolnobrzeska,124C,54-072
51.1584844,16.8532006,Wrocław,Dolnobrzeska,126A,54-072
51.1587947,16.8524763,Wrocław,Grzybowa,3,54-072
51.1589397,16.8502033,Wrocław,Grzybowa,8,54-072
51.1378390,16.8661412,Wrocław,Wyboista,11,54-005
51.1392394,16.8655322,Wrocław,Wojska Polskiego,2,54-006
51.1368583,16.8642919,Wrocław,Równa,1,54-005
51.1373608,16.8661685,Wrocław,Wyboista,14,54-005
51.1402356,16.8681888,Wrocław,Wyboista,1,54-005
51.1371712,16.8660522,Wrocław,Wyboista,16,54-005
51.1381251,16.8649618,Wrocław,Wojska Polskiego,4,54-006
51.1366771,16.8649993,Wrocław,Równa,3,54-005
51.1382443,16.8665068,Wrocław,Wyboista,9a,54-005
51.1372155,16.8658339,Wrocław,Wyboista,17,54-005
51.1377692,16.8664233,Wrocław,Wyboista,10,54-005
51.1369453,16.8660335,Wrocław,Wyboista,18,54-005
51.1401208,16.8679980,Wrocław,Wyboista,2,54-005
51.1400872,16.8671069,Wrocław,Ekonomiczna,8,54-005
51.1366087,16.8652683,Wrocław,Równa,4,54-005
51.1390127,16.8669172,Wrocław,Wyboista,5-7,54-005
51.1375493,16.8662864,Wrocław,Wyboista,12,54-005
51.1403819,16.8682014,Wrocław,Wyboista,1a,54-005
51.1367704,16.8646348,Wrocław,Równa,2,54-005
51.1370403,16.8655984,Wrocław,Wyboista,19,54-005
51.1386376,16.8667884,Wrocław,Wyboista,9,54-005
51.1365681,16.8657937,Wrocław,Wyboista,22,54-005
51.1376225,16.8660890,Wrocław,Wyboista,13,54-005
51.1374146,16.8659592,Wrocław,Wyboista,15,54-005
51.1397729,16.8670849,Wrocław,Ekonomiczna,1,54-005
51.1427518,16.8584282,Wrocław,Serowarska,2b,54-009
51.1423257,16.8610920,Wrocław,Trzmielowicka,24,54-008
51.1468239,16.8599610,Wrocław,Średzka,48,54-017
51.1422824,16.8583553,Wrocław,Trzmielowicka,33,54-008
51.1464743,16.8606551,Wrocław,Średzka,46,54-017
51.1427623,16.8581742,Wrocław,Serowarska,2c,54-009
51.1471759,16.8587080,Wrocław,Niepierzyńska,4,54-014
51.1424715,16.8567510,Wrocław,Serowarska,10b,54-009
51.1422493,16.8579775,Wrocław,Trzmielowicka,35,54-008
51.1422637,16.8611743,Wrocław,Ratyńska,1,54-006
51.1470334,16.8586464,Wrocław,Niepierzyńska,4c,54-014
51.1470832,16.8586669,Wrocław,Niepierzyńska,4b,54-014
51.1471337,16.8586874,Wrocław,Niepierzyńska,4a,54-014
51.1423058,16.8609419,Wrocław,Trzmielowicka,24b,54-008
51.1461717,16.8666698,Wrocław,Średzka,32,54-017
51.1461953,16.8667744,Wrocław,Średzka,36,54-017
51.1459388,16.8674673,Wrocław,Średzka,30,54-017
51.1443715,16.8653123,Wrocław,Trzmielowicka,9,54-002
51.1461232,16.8636435,Wrocław,Średzka,59,54-001
51.1456228,16.8670903,Wrocław,Średzka,39,54-001
51.1453121,16.8669095,Wrocław,Michała Płońskiego,33,54-002
51.1455812,16.8680815,Wrocław,Rytownicza,1,54-002
51.1444252,16.8662129,Wrocław,Jana Rubczaka,25,54-002
51.1449682,16.8668102,Wrocław,Michała Płońskiego,29,54-002
51.1473107,16.8658611,Wrocław,Zajazdowa,9,54-019
51.1456698,16.8684065,Wrocław,Średzka,29a,54-001
51.1460170,16.8674094,Wrocław,Dolnobrzeska,1,54-072
51.1472770,16.8649151,Wrocław,Pawła Eluarda,17,54-019
51.1445807,16.8670328,Wrocław,Michała Płońskiego,26,54-002
51.1456917,16.8680289,Wrocław,Średzka,31,54-001
51.1474429,16.8659310,Wrocław,Zajazdowa,11,54-019
51.1438149,16.8663937,Wrocław,Jana Rubczaka,23,54-002
51.1462551,16.8649000,Wrocław,Średzka,38,54-017
51.1472153,16.8658369,Wrocław,Zajazdowa,7,54-019
51.1474739,16.8642836,Wrocław,Pawła Eluarda,23,54-019
51.1462020,16.8664069,Wrocław,Średzka,34,54-017
51.1451590,16.8668579,Wrocław,Michała Płońskiego,31,54-002
51.1411922,16.8627548,Wrocław,Trzmielowicka,16-20,54-008
51.1456490,16.8683071,Wrocław,Rytownicza,2,54-002
51.1436073,16.8673842,Wrocław,Jana Rubczaka,15,54-002
51.1454914,16.8670658,Wrocław,Średzka,39a,54-001
51.1445572,16.8662911,Wrocław,Michała Płońskiego,32,54-002
51.1465348,16.8643250,Wrocław,Średzka,40,54-017
51.1466721,16.8629686,Wrocław,Średzka,42,54-017
51.1456334,16.8684001,Wrocław,Średzka,29a,54-001
51.1449217,16.8666017,,Michała Płońskiego,29,
51.1450286,16.8666402,,Michała Płońskiego,29,
51.1474462,16.8676121,Wrocław,Dolnobrzeska,5a,54-072
51.1428426,16.8675126,Wrocław,Jana Rubczaka,16a,54-002
51.1455055,16.8650856,Wrocław,Średzka,49-57,54-001
51.1462090,16.8664682,Wrocław,Średzka,32-36,54-017
51.1470334,16.8685804,Wrocław,Wolska,6,54-076
51.1459049,16.8657599,Wrocław,Średzka,43,54-001
51.1456218,16.8676062,Wrocław,Średzka,35A,54-001
51.1388670,16.8728589,Wrocław,Władysława Skoczylasa,45a,54-071
51.1366394,16.8723380,Wrocław,Żwirowa,71,54-029
51.1396467,16.8717509,Wrocław,Kącka,35a,54-004
51.1381600,16.8754625,Wrocław,Władysława Skoczylasa,58,54-071
51.1384387,16.8739198,Wrocław,Władysława Skoczylasa,51,54-071
51.1406581,16.8737478,Wrocław,Promenada,17,54-025
51.1408326,16.8747036,Wrocław,Promenada,12,54-025
51.1407408,16.8735552,Wrocław,Promenada,15,54-025
51.1367032,16.8724920,Wrocław,Żwirowa,69,54-029
51.1384986,16.8792963,Wrocław,Żwirowa,31,54-029
51.1389799,16.8802560,Wrocław,Żwirowa,25,54-029
51.1383328,16.8798875,Wrocław,Żwirowa,30,54-029
51.1386950,16.8805251,Wrocław,Żwirowa,24,54-029
51.1390929,16.8804925,Wrocław,Żwirowa,23,54-029
51.1388614,16.8800199,Wrocław,Żwirowa,27,54-029
51.1397245,16.8820349,Wrocław,Żwirowa,15b,54-029
51.1382143,16.8796118,Wrocław,Żwirowa,32,54-029
51.1383819,16.8790720,Wrocław,Żwirowa,33,54-029
51.1388803,16.8809215,Wrocław,Żwirowa,22,54-029
51.1380517,16.8800362,Wrocław,Żwirowa,30a,54-029
51.1394813,16.8812405,Wrocław,Żwirowa,19a,54-029
51.1379855,16.8809961,Wrocław,Solińska,6,54-029
51.1395857,16.8758488,Wrocław,Promenada,28,54-025
51.1387213,16.8797432,Wrocław,Żwirowa,27b,54-029
51.1393800,16.8810289,Wrocław,Żwirowa,19b,54-029
51.1386271,16.8795532,Wrocław,Żwirowa,29a,54-029
51.1385888,16.8803535,Wrocław,Żwirowa,26,54-029
51.1387546,16.8798091,Wrocław,Żwirowa,27a,54-029
51.1391841,16.8814350,Wrocław,Żwirowa,20,54-029
51.1396642,16.8816203,Wrocław,Żwirowa,17b,54-029
51.1384644,16.8801670,Wrocław,Żwirowa,28,54-029
51.1380024,16.8791872,Wrocław,Żwirowa,36,54-029
51.1383025,16.8758976,Wrocław,Promenada,40,54-025
51.1392129,16.8807157,Wrocław,Żwirowa,21,54-029
51.1387721,16.8807347,Wrocław,Żwirowa,22a,54-029
51.1395823,16.8814318,Wrocław,Żwirowa,19,54-029
51.1387222,16.8817933,Wrocław,Solińska,8,54-029
51.1399376,16.8818854,Wrocław,Żwirowa,17a,54-029
51.1382792,16.8788691,Wrocław,Żwirowa,35,54-029
51.1381050,16.8793903,Wrocław,Żwirowa,34,54-029
51.1389816,16.8811221,Wrocław,Żwirowa,20a,54-029
51.1345668,16.8816436,Wrocław,Bronowicka,4,54-031
51.1346194,16.8816130,Wrocław,Bronowicka,2,54-031
51.1346044,16.8820421,Wrocław,Bronowicka,7,54-031
51.1346780,16.8820482,Wrocław,Bronowicka,5,54-031
51.1348569,16.8820427,Wrocław,Bronowicka,1,54-031
51.1454075,16.8702994,Wrocław,Średzka,15-19,54-001
51.1453607,16.8719910,Wrocław,Średzka,8,54-001
51.1421522,16.8712004,Wrocław,Władysława Skoczylasa,20,54-071
51.1443124,16.8707999,Wrocław,Władysława Skoczylasa,9,54-071
51.1449071,16.8708491,Wrocław,Władysława Skoczylasa,3,54-071
51.1458586,16.8696789,Wrocław,Średzka,16b,54-017
51.1412627,16.8729908,Wrocław,Promenada,11,54-025
51.1453702,16.8717805,Wrocław,Średzka,10,54-017
51.1434899,16.8706795,Wrocław,Władysława Skoczylasa,17,54-071
51.1450578,16.8708697,Wrocław,Władysława Skoczylasa,1a,54-071
51.1424466,16.8700001,Wrocław,Władysława Skoczylasa,23a,54-071
51.1452138,16.8709066,Wrocław,Władysława Skoczylasa,1,54-071
51.1427988,16.8701057,Wrocław,Jana Rubczaka,8a,54-002
51.1454912,16.8719794,Wrocław,Średzka,8a,54-017
51.1449375,16.8694525,Wrocław,Michała Płońskiego,7b,54-002
51.1446462,16.8706336,Wrocław,Michała Płońskiego,1,54-002
51.1420330,16.8712539,Wrocław,Władysława Skoczylasa,20a,54-071
51.1446869,16.8708297,Wrocław,Władysława Skoczylasa,5,54-071
51.1427301,16.8706438,Wrocław,Władysława Skoczylasa,21,54-071
51.1425147,16.8699909,Wrocław,Władysława Skoczylasa,23b,54-071
51.1456756,16.8696189,Wrocław,Średzka,16a,54-017
51.1429968,16.8725499,Wrocław,Alojzego Majchra,5,54-026
51.1443579,16.8707997,Wrocław,Władysława Skoczylasa,7,54-071
51.1454926,16.8718842,Wrocław,Średzka,10a,54-017
51.1456774,16.8698833,Wrocław,Średzka,16,54-017
51.1411647,16.8732126,Wrocław,Promenada,13,54-025
51.1428065,16.8697756,Wrocław,Jana Rubczaka,8,54-002
51.1420195,16.8694783,Wrocław,Kącka,8b,54-004
51.1452942,16.8711161,Wrocław,Średzka,11,54-001
51.1453082,16.8699048,Wrocław,Średzka,19,54-001
51.1454245,16.8697895,Wrocław,Średzka,21,54-001
51.1452768,16.8713025,Wrocław,Średzka,11,54-001
51.1464889,16.8704308,Wrocław,Plac Świętojański,1,54-076
51.1430511,16.8705619,Wrocław,Władysława Skoczylasa,19,54-003
51.1453274,16.8707007,,Średzka,15,
51.1453474,16.8707815,Wrocław,Średzka,13/1b,54-001
51.1445094,16.8697299,Wrocław,Michała Płońskiego,8,54-002
51.1457554,16.8720870,Wrocław,Średzka,8c,54-017
51.1455922,16.8717864,,Średzka,10/1b,
51.1423117,16.8697368,Wrocław,Władysława Skoczylasa,23D,54-071
51.1438507,16.8706048,Wrocław,Władysława Skoczylasa,13,54-071
51.1443957,16.8693633,Wrocław,Michała Płońskiego,10-12,54-002
51.1443728,16.8804276,Wrocław,Wschowska,14,54-027
51.1456397,16.8770259,Wrocław,Kosmonautów,325,54-041
51.1465509,16.8764809,Wrocław,Jeleniogórska,16,54-056
51.1433153,16.8802496,Wrocław,Wschowska,1b,54-027
51.1475098,16.8814313,Wrocław,Źródlana,13,54-043
51.1473369,16.8812769,Wrocław,Źródlana,16,54-043
51.1464171,16.8762937,Wrocław,Jeleniogórska,14,54-056
51.1432214,16.8790418,Wrocław,Wielkopolska,58,54-027
51.1434766,16.8802692,Wrocław,Wschowska,3,54-027
51.1429870,16.8796216,Wrocław,Wielkopolska,54,54-027
51.1428884,16.8814538,Wrocław,Rawicka,16,54-027
51.1424516,16.8811231,Wrocław,Wielkopolska,46,54-027
51.1473167,16.8813636,Wrocław,Źródlana,14,54-043
51.1455712,16.8780276,Wrocław,Kosmonautów,317,54-041
51.1443901,16.8818156,Wrocław,Rawicka,1,54-027
51.1445680,16.8805244,Wrocław,Wschowska,16,54-027
51.1461253,16.8760880,Wrocław,Jeleniogórska,8a,54-056
51.1464691,16.8767549,Wrocław,Jeleniogórska,11,54-055
51.1475435,16.8803866,Wrocław,Źródlana,24,54-043
51.1462881,16.8761882,Wrocław,Jeleniogórska,12,54-056
51.1440431,16.8802539,Wrocław,Wschowska,10,54-027
51.1432878,16.8816166,Wrocław,Rawicka,12,54-027
51.1452976,16.8816215,Wrocław,Kosmonautów,291,54-041
51.1454940,16.8757019,Wrocław,Jeleniogórska,2,54-056
51.1434861,16.8799492,Wrocław,Wschowska,4,54-027
51.1435978,16.8818761,Wrocław,Rawicka,8,54-027
51.1440203,16.8806477,Wrocław,Wschowska,9,54-027
51.1474208,16.8818146,Wrocław,Źródlana,9,54-043
51.1427278,16.8802989,Wrocław,Wielkopolska,50,54-027
51.1437511,16.8815529,Wrocław,Rawicka,5b,54-027
51.1472535,16.8816370,Wrocław,Źródlana,10,54-043
51.1448384,16.8806940,Wrocław,Wschowska,18,54-027
51.1431696,16.8812177,Wrocław,Rawicka,13,54-027
51.1434141,16.8813566,Wrocław,Rawicka,9,54-027
51.1461786,16.8761163,Wrocław,Jeleniogórska,10,54-056
51.1453186,16.8814562,Wrocław,Kosmonautów,293,54-041
51.1474051,16.8809835,Wrocław,Źródlana,20,54-043
51.1426592,16.8813583,Wrocław,Wielkopolska,45a,54-027
51.1429400,16.8804230,Wrocław,Wielkopolska,49,54-027
51.1435485,16.8766861,Wrocław,Wielkopolska,72,54-027
51.1453146,16.8772099,Wrocław,Kosmonautów,320,54-042
51.1438059,16.8819711,Wrocław,Rawicka,6,54-027
51.1436780,16.8803831,Wrocław,Wschowska,5,54-027
51.1431187,16.8800588,Wrocław,Wschowska,1,54-027
51.1428256,16.8810071,Wrocław,Rawicka,21,54-027
51.1433140,16.8798275,Wrocław,Wschowska,2,54-027
51.1438021,16.8815780,Wrocław,Rawicka,5a,54-027
51.1462729,16.8767046,Wrocław,Jeleniogórska,9,54-055
51.1422030,16.8816658,Wrocław,Wielkopolska,42a,54-027
51.1471846,16.8819274,Wrocław,Źródlana,6,54-043
51.1475323,16.8775807,Wrocław,Jeleniogórska,23,54-055
51.1448952,16.8802844,Wrocław,Kosmonautów,286,54-042
51.1444428,16.8808322,Wrocław,Wschowska,13,54-027
51.1459537,16.8763786,Wrocław,Jeleniogórska,5,54-055
51.1456937,16.8767239,Wrocław,Kosmonautów,327,54-041
51.1430927,16.8816071,Wrocław,Rawicka,14,54-027
51.1455983,16.8773293,Wrocław,Kosmonautów,323,54-041
51.1426330,16.8805134,Wrocław,Wielkopolska,48,54-027
51.1439816,16.8816801,Wrocław,Rawicka,5,54-027
51.1452626,16.8775638,Wrocław,Kosmonautów,318,54-042
51.1473841,16.8810735,Wrocław,Źródlana,18,54-043
51.1435149,16.8802904,Wrocław,Wschowska,3a,54-027
51.1431016,16.8811800,Wrocław,Rawicka,15,54-027
51.1455416,16.8782576,Wrocław,Kosmonautów,315,54-041
51.1438870,16.8805081,Wrocław,Wschowska,7,54-027
51.1433010,16.8793862,Wrocław,Wielkopolska,55,54-027
51.1461311,16.8765179,Wrocław,Jeleniogórska,7,54-055
51.1458639,16.8758449,Wrocław,Jeleniogórska,6,54-056
51.1425417,16.8807150,Wrocław,Wielkopolska,46a,54-027
51.1457421,16.8810859,Wrocław,Kosmonautów,297,54-041
51.1451205,16.8818074,Wrocław,Kosmonautów,289,54-041
51.1444430,16.8817986,Wrocław,Rawicka,280-282,54-027
51.1436359,16.8800310,Wrocław,Wschowska,6,54-027
51.1422693,16.8814239,Wrocław,Wielkopolska,44,54-027
51.1432315,16.8812538,Wrocław,Rawicka,11,54-027
51.1423010,16.8813526,Wrocław,Wielkopolska,44a,54-027
51.1474772,16.8815780,Wrocław,Źródlana,11,54-043
51.1440688,16.8806755,Wrocław,Wschowska,9a,54-027
51.1428793,16.8810473,Wrocław,Rawicka,19,54-027
51.1472708,16.8815632,Wrocław,Źródlana,12,54-043
51.1460279,16.8759610,Wrocław,Jeleniogórska,8,54-056
51.1454034,16.8812314,Wrocław,Kosmonautów,295,54-041
51.1468408,16.8770691,Wrocław,Jeleniogórska,15-17,54-055
51.1430906,16.8792479,Wrocław,Wielkopolska,56a,54-027
51.1434986,16.8814048,Wrocław,Rawicka,7,54-027
51.1464860,16.8769920,Wrocław,Jeleniogórska,13,54-055
51.1475231,16.8804734,Wrocław,Źródlana,22,54-043
51.1458028,16.8764898,Wrocław,Jeleniogórska,3,54-055
51.1423724,16.8819584,Wrocław,Wielkopolska,43,54-027
51.1442356,16.8803497,Wrocław,Wschowska,12a,54-027
51.1442452,16.8807032,Wrocław,Wschowska,11,54-027
51.1473932,16.8819345,Wrocław,Źródlana,7,54-043
51.1473474,16.8775770,Wrocław,Jeleniogórska,21,54-055
51.1428156,16.8800619,Wrocław,Wielkopolska,52,54-027
51.1436995,16.8815179,Wrocław,Rawicka,5c,54-027
51.1450727,16.8787522,Wrocław,Kosmonautów,316,54-042
51.1459726,16.8759319,Wrocław,Jeleniogórska,6a,54-056
51.1472017,16.8818544,Wrocław,Źródlana,8,54-043
51.1457097,16.8757760,Wrocław,Jeleniogórska,4,54-056
51.1441819,16.8803166,Wrocław,Wschowska,12,54-027
51.1430670,16.8793248,Wrocław,Wielkopolska,56,54-027
51.1433057,16.8817857,Wrocław,Kościańska,1,54-027
51.1472344,16.8775050,Wrocław,Jeleniogórska,19,54-055
51.1424986,16.8816934,Wrocław,Wielkopolska,45,54-027
51.1429381,16.8810822,Wrocław,Rawicka,17,54-027
51.1440617,16.8817243,Wrocław,Rawicka,3,54-027
51.1475786,16.8811410,Wrocław,Źródlana,15,54-043
51.1442460,16.8817217,Wrocław,Rawicka,1a,54-027
51.1438374,16.8801490,Wrocław,Wschowska,8,54-027
51.1418309,16.8818995,Wrocław,Wielkopolska,40b,54-027
51.1432666,16.8802226,Wrocław,Wschowska,1a,54-027
51.1471550,16.8807606,Wrocław,Źródlana,20a,54-043
51.1457476,16.8776109,Wrocław,Kosmonautów,321,54-041
51.1421715,16.8817546,Wrocław,Wielkopolska,42,54-027
51.1451379,16.8811213,Wrocław,Kosmonautów,295,54-041
51.1531732,16.8576071,Wrocław,Młodzieżowa,10e,54-020
51.1517294,16.8570639,Wrocław,Mokrzańska,43,54-020
51.1511833,16.8563550,Wrocław,Krępicka,69,54-018
51.1523552,16.8595816,Wrocław,Junacka,11,54-020
51.1534309,16.8577470,Wrocław,Młodzieżowa,10h,54-020
51.1535887,16.8604382,Wrocław,Owczarska,44,54-020
51.1532593,16.8576537,Wrocław,Młodzieżowa,10f,54-020
51.1536070,16.8603568,Wrocław,Owczarska,46,54-020
51.1518878,16.8588350,Wrocław,Junacka,8d,54-020
51.1525104,16.8571865,Wrocław,Młodzieżowa,3,54-020
51.1514001,16.8564011,Wrocław,Krępicka,70,54-018
51.1533706,16.8601366,Wrocław,Junacka,21,54-020
51.1530793,16.8584918,Wrocław,Młodzieżowa,14f,54-020
51.1482229,16.8581062,Wrocław,Małoszyńska,1a,54-014
51.1532358,16.8582151,Wrocław,Młodzieżowa,12g,54-020
51.1535862,16.8617828,Wrocław,Dolnobrzeska,48,54-072
51.1516163,16.8561699,Wrocław,Mokrzańska,35,54-020
51.1525556,16.8619721,Wrocław,Owczarska,3,54-020
51.1483098,16.8609795,Wrocław,Pawła Eluarda,40,54-019
51.1522489,16.8584168,Wrocław,Młodzieżowa,33,54-020
51.1503187,16.8619169,Wrocław,Krępicka,44,54-018
51.1539156,16.8621560,Wrocław,Dolnobrzeska,53,54-072
51.1533208,16.8582611,Wrocław,Młodzieżowa,12h,54-020
51.1525680,16.8582137,Wrocław,Młodzieżowa,14,54-020
51.1534247,16.8573813,Wrocław,Młodzieżowa,8g,54-020
51.1501858,16.8593527,Wrocław,Krępicka,51,54-018
51.1530782,16.8620884,Wrocław,Dolnobrzeska,46i,54-072
51.1539193,16.8608855,Wrocław,Dolnobrzeska,54,54-072
51.1527366,16.8592739,Wrocław,Junacka,18,54-020
51.1530771,16.8571924,Wrocław,Młodzieżowa,8c,54-020
51.1523031,16.8614912,Wrocław,Owczarska,1c,54-020
51.1529263,16.8593732,Wrocław,Junacka,20,54-020
51.1528336,16.8588624,Wrocław,Junacka,18a,54-020
51.1527665,16.8597378,Wrocław,Junacka,13,54-020
51.1530622,16.8581211,Wrocław,Młodzieżowa,12e,54-020
51.1499402,16.8615280,Wrocław,Krępicka,46a,54-018
51.1497032,16.8594632,Wrocław,Pawła Eluarda,67,54-019
51.1529086,16.8583989,Wrocław,Młodzieżowa,14d,54-020
51.1531203,16.8607204,Wrocław,Owczarska,26,54-020
51.1541317,16.8623556,Wrocław,Dolnobrzeska,53a,54-072
51.1523887,16.8577582,Wrocław,Młodzieżowa,17,54-020
51.1500253,16.8616608,Wrocław,Krępicka,46,54-018
51.1535551,16.8606049,Wrocław,Owczarska,40,54-020
51.1504259,16.8620014,Wrocław,Krępicka,44a,54-018
51.1535750,16.8582637,Wrocław,Owczarska,84,54-020
51.1524760,16.8573488,Wrocław,Młodzieżowa,7,54-020
51.1482898,16.8606253,Wrocław,Pawła Eluarda,42,54-019
51.1540042,16.8569459,Wrocław,Mokrzańska,74,54-020
51.1528933,16.8580297,Wrocław,Młodzieżowa,12c,54-020
51.1531703,16.8607443,Wrocław,Owczarska,28,54-020
51.1517518,16.8574557,Wrocław,Mokrzańska,45,54-020
51.1528381,16.8563191,Wrocław,Mokrzańska,64,54-020
51.1524369,16.8615657,Wrocław,Owczarska,1b,54-020
51.1531862,16.8611974,Wrocław,Owczarska,64,54-020
51.1520980,16.8589314,Wrocław,Junacka,10c,54-020
51.1532300,16.8623764,Wrocław,Dolnobrzeska,46g,54-072
51.1527390,16.8583068,Wrocław,Młodzieżowa,14b,54-020
51.1493283,16.8589007,Wrocław,Pawła Eluarda,63,54-019
51.1506021,16.8612848,Wrocław,Krępicka,44e,54-018
51.1529058,16.8570997,Wrocław,Młodzieżowa,8a,54-020
51.1519179,16.8568610,Wrocław,Mokrzańska,41,54-020
51.1528689,16.8604684,Wrocław,Owczarska,9,54-020
51.1500550,16.8610857,Wrocław,Krępicka,46c,54-018
51.1495533,16.8586453,Wrocław,Pawła Eluarda,71,54-019
51.1541243,16.8575324,Wrocław,Mokrzańska,57,54-020
51.1535202,16.8607649,Wrocław,Owczarska,36,54-020
51.1531130,16.8594497,Wrocław,Owczarska,17,54-020
51.1529188,16.8574683,Wrocław,Młodzieżowa,10b,54-020
51.1506880,16.8614208,Wrocław,Krępicka,44d,54-018
51.1532524,16.8585860,Wrocław,Młodzieżowa,14h,54-020
51.1523006,16.8581718,Wrocław,Młodzieżowa,27,54-020
51.1524232,16.8575961,Wrocław,Młodzieżowa,13,54-020
51.1524784,16.8586933,Wrocław,Młodzieżowa,16,54-020
51.1527209,16.8579363,Wrocław,Młodzieżowa,12a,54-020
51.1534517,16.8613179,Wrocław,Owczarska,54,54-020
51.1532939,16.8612546,Wrocław,Owczarska,60,54-020
51.1539309,16.8612106,Wrocław,Dolnobrzeska,52,54-072
51.1523528,16.8579242,Wrocław,Młodzieżowa,21,54-020
51.1533098,16.8601082,Wrocław,Junacka,19,54-020
51.1533346,16.8573324,Wrocław,Młodzieżowa,8f,54-020
51.1538757,16.8589728,Wrocław,Owczarska,80,54-020
51.1532620,16.8600846,Wrocław,Junacka,17,54-020
51.1540543,16.8599490,Wrocław,Lubiąska,1,54-020
51.1517604,16.8562336,Wrocław,Mokrzańska,37,54-020
51.1527476,16.8573749,Wrocław,Młodzieżowa,10,54-020
51.1536364,16.8602025,Wrocław,Owczarska,50,54-020
51.1523184,16.8580873,Wrocław,Młodzieżowa,25,54-020
51.1515405,16.8566043,Wrocław,Krępicka,70a,54-018
51.1510874,16.8565791,Wrocław,Krępicka,67,54-018
51.1480758,16.8615887,Wrocław,Pawła Eluarda,38,54-019
51.1534852,16.8609274,Wrocław,Owczarska,32,54-020
51.1529819,16.8610841,Wrocław,Owczarska,72,54-020
51.1485583,16.8601933,Wrocław,Pawła Eluarda,46,54-019
51.1522655,16.8583352,Wrocław,Młodzieżowa,31,54-020
51.1525696,16.8592026,Wrocław,Junacka,16,54-020
51.1531440,16.8611490,Wrocław,Owczarska,66,54-020
51.1502277,16.8591625,Wrocław,Krępicka,51a,54-018
51.1530870,16.8611448,Wrocław,Owczarska,68,54-020
51.1529808,16.8619184,Wrocław,Dolnobrzeska,46k,54-072
51.1538263,16.8614659,Wrocław,Dolnobrzeska,50,54-072
51.1531623,16.8572385,Wrocław,Młodzieżowa,8d,54-020
51.1528329,16.8574214,Wrocław,Młodzieżowa,10a,54-020
51.1534004,16.8612901,Wrocław,Owczarska,56,54-020
51.1519777,16.8563595,Wrocław,Mokrzańska,39,54-020
51.1525526,16.8596589,Wrocław,Junacka,11a,54-020
51.1531472,16.8581671,Wrocław,Młodzieżowa,12f,54-020
51.1499759,16.8612633,Wrocław,Krępicka,46b,54-018
51.1498079,16.8591436,Wrocław,Pawła Eluarda,69,54-019
51.1513340,16.8585408,Wrocław,Junacka,6,54-020
51.1535729,16.8605189,Wrocław,Owczarska,42,54-020
